wishlist_id,user_id,product_id,product_name,category,brand,price,quantity,date_added,priority,availability_status,rating,review_count,discount,final_price,currency,location,device_type,user_segment,notes
88381,46027,8792,Ten Church,Monitors,Dell,596.67,4,2024-05-27,Medium,Preorder,1.4,2476,0.4,358.0,USD,USA,Tablet,Casual,Poor drop theory most ago behind.
88382,25636,8774,Surface Tonight,Monitors,Samsung,1505.83,3,2025-03-07,Medium,In Stock,1.2,2809,0.15,1279.96,USD,Spain,Tablet,Student,Voice start type education garden.
88383,44013,5322,White Reduce,Components,LG,16.3,4,2025-10-01,Low,Preorder,2.4,138,0.36,10.43,USD,USA,Mobile,Casual,Note rich identify cell effort president.
88384,36722,13009,However Participant,Components,HP,1806.29,3,2024-10-01,Medium,Preorder,3.2,2632,0.37,1137.96,USD,Argentina,Laptop,Student,Account owner name.
88385,28313,16257,Too School,Accessories,Samsung,2269.63,2,2025-09-29,High,Out of Stock,3.6,1035,0.24,1724.92,USD,Spain,Desktop,Casual,Blood feel from suffer her majority admit.
88386,7097,6664,Cultural Billion,Smartphones,Apple,815.05,4,2025-03-14,High,In Stock,4.8,1268,0.17,676.49,USD,Canada,Desktop,Gamer,Mother sign indicate bill campaign risk Mrs.
88387,33691,14333,Near Bring,Audio,LG,905.93,3,2025-04-13,High,Out of Stock,2.6,1306,0.13,788.16,USD,Mexico,Tablet,Gamer,Simple short keep street month.
88388,29701,14368,Face Give,Accessories,Samsung,528.18,3,2024-02-18,High,Out of Stock,2.5,4166,0.17,438.39,USD,Mexico,Laptop,Student,Understand decade then recent wish example draw garden.
88389,40458,13222,Technology Leg,Monitors,Apple,1835.0,2,2025-04-17,High,Preorder,2.2,1370,0.22,1431.3,USD,USA,Mobile,Gamer,Business year role.
88390,24449,16987,Car Letter,Smartphones,Acer,2491.27,4,2024-11-06,Medium,Out of Stock,1.9,3816,0.35,1619.33,USD,USA,Tablet,Student,Mother positive husband network color.
88391,45583,6479,Area Very,Monitors,Dell,1924.52,2,2024-10-22,High,In Stock,4.5,2200,0.0,1924.52,USD,Mexico,Mobile,Gamer,Growth call owner head it issue number.
88392,26827,10417,View Light,Audio,LG,655.25,4,2024-07-13,Medium,In Stock,4.1,3267,0.49,334.18,USD,Mexico,Mobile,Casual,Within from either right decide.
88393,15205,11672,Opportunity Image,Monitors,LG,311.64,1,2024-10-06,High,Out of Stock,1.4,1002,0.06,292.94,USD,Mexico,Desktop,Professional,Among or find environmental study research official.
88394,8843,19106,Heart Piece,Accessories,Dell,1758.72,3,2025-01-20,High,Preorder,2.1,731,0.01,1741.13,USD,USA,Laptop,Casual,Hit hard check firm race wait.
88395,34376,14450,Agree Ok,Monitors,Acer,992.26,3,2024-01-18,High,In Stock,4.8,3312,0.01,982.34,USD,Argentina,Mobile,Student,Although prove president meeting fly.
88396,5785,11307,Current Happy,Smartphones,Dell,2161.53,2,2025-07-22,Low,Out of Stock,4.2,4849,0.38,1340.15,USD,Canada,Desktop,Casual,Industry property strong network agency.
88397,47816,11494,His Smile,Smartphones,HP,2843.14,1,2024-01-28,High,Out of Stock,4.1,2168,0.27,2075.49,USD,Canada,Desktop,Casual,Just establish into.
88398,24717,450,Environmental Study,Monitors,Acer,2996.57,2,2024-04-01,Medium,In Stock,2.0,761,0.43,1708.04,USD,Argentina,Mobile,Casual,Operation push machine leg investment.
88399,22967,6978,Start Yard,Laptops,HP,525.64,3,2023-12-19,High,In Stock,2.0,450,0.29,373.2,USD,Argentina,Tablet,Casual,Research none majority environment deep north represent seem.
88400,31926,5030,Person Camera,Monitors,Dell,93.75,3,2025-09-19,High,Out of Stock,1.4,1392,0.13,81.56,USD,Mexico,Desktop,Professional,Break late explain mean.
88401,34913,1486,Win Exist,Laptops,Acer,40.96,2,2025-11-23,High,Preorder,3.5,1616,0.19,33.18,USD,Argentina,Mobile,Gamer,Nice magazine give mind.
88402,649,8085,Claim Such,Audio,Sony,1714.71,3,2024-08-12,High,Out of Stock,3.5,1974,0.37,1080.27,USD,Argentina,Mobile,Professional,Pick case state when adult.
88403,47840,13622,Include Near,Smartphones,HP,2669.8,4,2024-10-24,Medium,In Stock,2.9,3862,0.35,1735.37,USD,USA,Laptop,Gamer,Relationship four song determine couple.
88404,8053,18209,Where Go,Laptops,Sony,1400.21,2,2025-06-19,Medium,Out of Stock,3.5,601,0.37,882.13,USD,Argentina,Tablet,Professional,Box officer next.
88405,36594,8811,Finish Will,Smartphones,LG,1102.63,2,2024-06-01,High,In Stock,3.4,3511,0.28,793.89,USD,USA,Desktop,Gamer,Old thing state deal open.
88406,32702,14738,There Tax,Accessories,Apple,2850.37,2,2025-07-05,Medium,Out of Stock,4.2,4314,0.01,2821.87,USD,Argentina,Laptop,Professional,Let everything difficult industry ever.
88407,3174,11168,Five Scene,Accessories,Dell,1588.04,1,2025-11-01,Low,Out of Stock,2.9,3289,0.05,1508.64,USD,Mexico,Laptop,Student,White in too fact behavior executive mouth.
88408,49170,8991,Interesting Figure,Monitors,Sony,1639.01,4,2025-07-23,Medium,In Stock,1.3,2755,0.14,1409.55,USD,Canada,Mobile,Student,Show Mr they tonight chair computer poor.
88409,10938,6634,Admit Between,Laptops,Dell,1475.53,2,2024-07-02,High,In Stock,1.3,4429,0.28,1062.38,USD,Mexico,Tablet,Professional,Past sure represent few usually pay.
88410,47716,17435,Face Sense,Monitors,Asus,436.19,2,2024-06-09,High,In Stock,1.7,3531,0.33,292.25,USD,Spain,Laptop,Gamer,Argue organization respond themselves treat eat wear.
88411,42890,3131,See Speak,Laptops,Acer,2248.8,2,2023-12-11,Low,Out of Stock,1.1,417,0.27,1641.62,USD,Mexico,Tablet,Casual,Property off lawyer listen sound point.
88412,9411,1499,On Year,Audio,Samsung,382.57,4,2024-12-16,Low,In Stock,1.3,279,0.29,271.62,USD,Argentina,Laptop,Gamer,Once music we bank.
88413,48957,17258,Serious Win,Laptops,HP,380.14,1,2025-06-01,High,Out of Stock,3.5,304,0.48,197.67,USD,Canada,Tablet,Professional,Economy morning force difference page carry month.
88414,7134,630,Something Heavy,Accessories,Acer,35.44,1,2024-03-29,Low,Out of Stock,5.0,1233,0.07,32.96,USD,Argentina,Desktop,Gamer,Religious look quality whose individual hope.
88415,15151,2792,Floor Language,Audio,HP,2175.63,3,2025-11-15,High,Preorder,3.7,1646,0.35,1414.16,USD,Mexico,Mobile,Gamer,Reveal onto former since peace big market resource.
88416,6242,4640,Tv Moment,Smartphones,Acer,2998.92,2,2023-12-29,High,In Stock,3.2,3066,0.21,2369.15,USD,Argentina,Desktop,Student,Eye whose then ball his guy central.
88417,46159,16116,Per Own,Monitors,Acer,1551.7,4,2024-02-24,Medium,In Stock,2.5,306,0.32,1055.16,USD,Canada,Laptop,Gamer,Action reveal party them small unit.
88418,13782,16681,Behind Consumer,Audio,Sony,2882.25,1,2025-05-05,High,Preorder,4.5,4577,0.27,2104.04,USD,USA,Laptop,Professional,Up this bank wait from arrive boy.
88419,35660,19287,Hard Believe,Laptops,Apple,2435.97,1,2024-05-17,Low,Preorder,3.8,903,0.4,1461.58,USD,Argentina,Laptop,Casual,Leave key young instead miss organization.
88420,803,10115,Million Not,Laptops,Apple,1803.66,3,2025-07-25,Low,Out of Stock,2.3,2559,0.27,1316.67,USD,Canada,Laptop,Casual,Writer name film prove I rule.
88421,21769,17955,Environment Because,Laptops,Sony,1780.86,3,2024-03-20,Low,Out of Stock,5.0,3990,0.05,1691.82,USD,Canada,Desktop,Gamer,Practice management authority recognize.
88422,39134,15932,Matter Read,Audio,Dell,1986.14,3,2024-09-06,Medium,Out of Stock,2.5,1814,0.32,1350.58,USD,USA,Desktop,Gamer,Focus drug throughout agent.
88423,47806,14996,Information Long,Smartphones,Dell,877.26,2,2025-11-25,Medium,In Stock,2.4,812,0.24,666.72,USD,Argentina,Laptop,Student,Plant president not upon only.
88424,37016,11821,Early For,Accessories,LG,222.18,2,2024-09-16,High,Preorder,2.2,3535,0.13,193.3,USD,Canada,Desktop,Student,Machine read its hand floor guy.
88425,36417,5334,Summer Character,Components,HP,2684.56,1,2024-03-18,Low,In Stock,1.3,4506,0.05,2550.33,USD,USA,Desktop,Student,Night walk phone road.
88426,16767,5742,Well Newspaper,Components,HP,1096.12,2,2025-08-13,High,Out of Stock,1.8,841,0.31,756.32,USD,Mexico,Tablet,Student,Land rise visit including age.
88427,1631,1630,His Member,Components,LG,1951.53,1,2025-08-06,Low,Preorder,2.2,3299,0.24,1483.16,USD,Mexico,Desktop,Gamer,Will marriage off myself PM office threat.
88428,18541,12378,Billion Positive,Laptops,HP,21.11,3,2025-02-18,High,Out of Stock,4.2,4162,0.32,14.35,USD,Canada,Mobile,Student,Generation improve food sister activity there.
88429,17601,10647,Lose Training,Audio,Asus,413.17,1,2025-10-31,Low,Out of Stock,3.4,4757,0.28,297.48,USD,Spain,Desktop,Student,Avoid yes go mention society.
88430,7204,13879,Quickly Turn,Audio,Dell,338.15,2,2023-12-27,Medium,Preorder,4.4,1066,0.24,256.99,USD,Canada,Desktop,Student,Effect kind yard listen bar.
88431,15250,13946,Her Investment,Accessories,LG,189.52,4,2025-04-02,Medium,In Stock,4.2,1032,0.23,145.93,USD,USA,Desktop,Professional,Especially effect next consider.
88432,40831,746,House These,Accessories,Dell,2498.65,1,2025-09-14,Low,In Stock,1.2,918,0.42,1449.22,USD,USA,Laptop,Gamer,The recently activity like college however maintain easy.
88433,32316,867,Natural Player,Accessories,Sony,2367.93,2,2025-08-04,High,Out of Stock,4.6,1551,0.01,2344.25,USD,Canada,Mobile,Professional,Hold talk its.
88434,32840,7951,Memory Season,Accessories,Samsung,1568.27,3,2025-06-29,Medium,Out of Stock,3.5,3193,0.33,1050.74,USD,Mexico,Laptop,Gamer,Rather image black into kind player keep.
88435,19019,229,Nation Management,Smartphones,HP,1335.64,1,2024-08-23,High,In Stock,3.9,2287,0.26,988.37,USD,Argentina,Laptop,Casual,Agree skin significant safe.
88436,33041,18541,Game Newspaper,Smartphones,Apple,675.21,1,2025-02-02,Low,Preorder,1.9,3026,0.03,654.95,USD,USA,Mobile,Gamer,Reach individual entire pull drug.
88437,19705,18584,Then College,Accessories,Samsung,2335.84,1,2025-05-25,Low,In Stock,3.8,588,0.19,1892.03,USD,Spain,Laptop,Professional,Discussion environmental trade meet page beautiful.
88438,43465,7924,Claim Could,Laptops,Samsung,1412.67,2,2024-07-30,High,Out of Stock,1.2,4462,0.03,1370.29,USD,Argentina,Laptop,Casual,Position newspaper control rock environmental six lawyer.
88439,29227,9326,Thus Exactly,Laptops,Sony,861.43,2,2024-01-25,High,Out of Stock,1.3,590,0.18,706.37,USD,Spain,Desktop,Student,Adult teacher rock almost government summer.
88440,41155,8405,Knowledge Return,Accessories,HP,2957.15,3,2024-05-26,High,In Stock,3.5,4915,0.41,1744.72,USD,Canada,Tablet,Student,Policy may year.
88441,49945,8791,Tough In,Monitors,Acer,1359.8,3,2024-03-04,Low,In Stock,3.7,3903,0.15,1155.83,USD,Mexico,Mobile,Professional,Quality through before responsibility involve marriage.
88442,42108,174,Possible School,Accessories,Acer,165.48,1,2025-09-29,Low,In Stock,3.5,4510,0.05,157.21,USD,Spain,Desktop,Casual,Describe old end father toward unit little.
88443,29918,15880,Later Answer,Audio,Acer,1641.75,4,2025-10-04,High,Preorder,4.4,4583,0.4,985.05,USD,Spain,Laptop,Student,Method course she.
88444,49109,16876,Trial Option,Accessories,HP,1785.15,1,2025-06-30,Medium,Out of Stock,3.6,3459,0.43,1017.54,USD,Mexico,Mobile,Gamer,Republican international yard second as.
88445,48085,12483,Person Up,Accessories,LG,917.74,3,2025-06-22,Medium,In Stock,3.3,4156,0.4,550.64,USD,Argentina,Mobile,Professional,Challenge yard artist note actually woman.
88446,10856,6261,Right Series,Smartphones,Dell,2533.09,3,2024-12-05,Low,Out of Stock,1.0,2589,0.48,1317.21,USD,USA,Desktop,Casual,Amount interesting off top.
88447,42435,17312,Remember Skill,Smartphones,Samsung,853.47,1,2024-08-30,Low,Preorder,2.0,3239,0.47,452.34,USD,Spain,Desktop,Student,Make factor control exactly animal soon return.
88448,30253,16566,Hospital Cost,Smartphones,Acer,2253.8,2,2024-11-06,High,Out of Stock,3.3,1310,0.47,1194.51,USD,Argentina,Desktop,Gamer,End western position far hundred low manage.
88449,22545,559,Someone Radio,Laptops,Apple,2616.7,3,2025-01-21,Medium,In Stock,1.8,1980,0.19,2119.53,USD,Argentina,Tablet,Professional,While executive peace guess whether.
88450,49250,932,Store Somebody,Audio,Dell,1168.49,3,2025-03-30,Low,Preorder,1.9,1617,0.23,899.74,USD,USA,Tablet,Gamer,Middle specific expert.
88451,35473,10073,Ok Mouth,Accessories,LG,53.04,2,2024-06-02,Medium,In Stock,4.5,2221,0.14,45.61,USD,Spain,Mobile,Gamer,Raise director music practice even stop.
88452,6039,19153,Art Make,Laptops,HP,685.6,2,2024-11-03,Medium,Preorder,3.9,1165,0.36,438.78,USD,USA,Mobile,Casual,Billion show learn stop writer bed loss whose.
88453,32842,10138,Report Position,Smartphones,Samsung,1293.07,4,2024-12-01,Medium,Preorder,1.0,3938,0.07,1202.56,USD,USA,Mobile,Casual,Street total condition tough actually price.
88454,30154,5112,Thing Up,Components,Apple,1194.29,2,2024-09-04,Low,Out of Stock,2.0,2789,0.42,692.69,USD,USA,Tablet,Student,Environment data baby where no.
88455,9107,4089,Guess Win,Accessories,HP,2627.52,1,2024-03-12,Medium,Out of Stock,1.0,95,0.01,2601.24,USD,Canada,Tablet,Student,Government about show data card leave sometimes.
88456,39079,18036,Board Value,Audio,HP,776.56,1,2024-11-15,Low,Out of Stock,1.6,2176,0.05,737.73,USD,Spain,Desktop,Student,Song people soldier between prove not skill bring.
88457,40608,12163,Myself Difficult,Smartphones,LG,1398.1,2,2025-01-01,Low,In Stock,4.9,2637,0.22,1090.52,USD,Argentina,Tablet,Gamer,Hospital model sometimes officer box these want I.
88458,39617,1773,Lawyer Fly,Audio,HP,1215.16,4,2025-09-30,High,Out of Stock,3.6,658,0.08,1117.95,USD,Canada,Mobile,Gamer,Audience during design staff.
88459,13643,17726,Its Become,Components,LG,2958.83,3,2025-01-19,Low,Preorder,4.0,4218,0.26,2189.53,USD,Argentina,Laptop,Casual,Pull probably bit case television or coach.
88460,37357,19378,Born Case,Components,Apple,1220.36,4,2024-12-01,Low,In Stock,4.1,2641,0.19,988.49,USD,Mexico,Desktop,Casual,Organization firm manage century particular.
88461,38639,6454,Suggest Seat,Smartphones,Samsung,558.56,2,2025-11-10,Low,In Stock,1.6,640,0.35,363.06,USD,Spain,Mobile,Student,Research artist should meet add.
88462,12782,2010,President Skill,Laptops,Dell,421.39,2,2025-01-06,High,In Stock,4.8,2733,0.36,269.69,USD,USA,Laptop,Professional,He yet hand east clear space light position.
88463,22647,12470,Or Hundred,Accessories,Dell,1036.34,4,2025-08-12,Low,Preorder,3.2,4130,0.33,694.35,USD,Canada,Tablet,Casual,Only scene song machine politics worry open.
88464,8398,4865,Name Probably,Monitors,Dell,2251.17,2,2025-09-01,High,Out of Stock,1.8,2591,0.43,1283.17,USD,Canada,Desktop,Student,Stop six within worry possible ahead main record.
88465,38442,1587,First Old,Accessories,Apple,107.3,3,2023-12-08,Low,In Stock,2.5,3998,0.19,86.91,USD,Spain,Desktop,Professional,Little support positive hear.
88466,34367,9350,Raise Professional,Components,LG,2561.02,3,2025-06-22,High,Out of Stock,3.2,132,0.41,1511.0,USD,Mexico,Desktop,Casual,For particular system single trip idea also cultural.
88467,43517,8758,Take Support,Monitors,Asus,896.25,4,2025-11-17,Low,Out of Stock,2.5,4691,0.25,672.19,USD,USA,Desktop,Student,Important letter speak left.
88468,22957,10054,Individual Out,Components,Dell,1593.29,1,2024-06-30,Medium,Preorder,4.7,3673,0.19,1290.56,USD,Spain,Tablet,Gamer,Guy myself establish ok forget.
88469,30906,1291,Every Her,Monitors,Asus,1206.66,2,2023-12-29,High,In Stock,2.7,2887,0.28,868.8,USD,Spain,Desktop,Professional,Rather think top science according very series.
88470,43298,15905,Sometimes Result,Smartphones,Acer,1266.14,2,2024-04-30,High,Out of Stock,3.5,4538,0.47,671.05,USD,Canada,Mobile,Professional,Religious sound forward majority.
88471,33949,7655,After Base,Laptops,HP,1208.65,3,2024-08-25,Low,Out of Stock,5.0,978,0.07,1124.04,USD,Spain,Mobile,Gamer,View would beautiful put city can wait those.
88472,33668,3839,Modern Newspaper,Audio,Dell,1261.29,1,2024-08-31,Medium,Out of Stock,2.8,4756,0.16,1059.48,USD,Spain,Laptop,Gamer,Feel power husband assume task be.
88473,31221,4815,Anything Cultural,Audio,LG,2169.87,1,2025-04-13,Medium,Out of Stock,1.7,2659,0.28,1562.31,USD,Argentina,Desktop,Casual,Begin at fish member college tonight prove.
88474,43081,11165,Away Outside,Monitors,Apple,2419.51,1,2024-07-04,Low,Out of Stock,1.4,987,0.13,2104.97,USD,Canada,Mobile,Casual,Society say go tell.
88475,33696,5314,Suggest Bad,Smartphones,Asus,663.21,1,2024-07-27,Low,Out of Stock,4.0,1588,0.12,583.62,USD,Argentina,Tablet,Student,Everybody suddenly when manager.
88476,26652,8582,Any Shoulder,Audio,HP,42.3,1,2025-05-11,Low,In Stock,2.8,3554,0.43,24.11,USD,Spain,Mobile,Professional,Daughter lawyer young.
88477,35417,9880,Several Inside,Monitors,HP,2540.09,3,2025-01-29,High,Preorder,5.0,3877,0.47,1346.25,USD,Canada,Tablet,Student,Yourself break fine whom difference no.
88478,15704,16764,Picture Scene,Smartphones,Samsung,1616.47,3,2025-08-04,High,Preorder,1.2,1706,0.1,1454.82,USD,Argentina,Tablet,Gamer,Out accept final area statement firm.
88479,42459,14266,Measure Want,Accessories,HP,817.42,2,2024-09-30,Low,Out of Stock,3.0,2062,0.44,457.76,USD,Mexico,Tablet,Casual,Be believe ok during not sit ball.
88480,39650,10304,Music Someone,Laptops,Acer,2351.74,4,2024-05-08,Medium,Preorder,3.1,3904,0.17,1951.94,USD,Spain,Mobile,Gamer,Page tree his.
88481,42277,16295,Show Medical,Accessories,Dell,2815.06,2,2025-03-05,Medium,Preorder,3.8,2523,0.09,2561.7,USD,Argentina,Mobile,Casual,History reason section cold business executive approach.
88482,25684,6167,Task Option,Components,Apple,2571.65,1,2025-04-17,Low,In Stock,4.3,1835,0.15,2185.9,USD,Canada,Desktop,Professional,Listen adult step employee.
88483,39561,9494,Fine Suddenly,Components,Acer,492.51,3,2025-03-18,High,In Stock,2.9,3384,0.2,394.01,USD,Canada,Laptop,Student,Forget network history pattern.
88484,15027,9507,Sea Record,Accessories,Apple,317.46,4,2024-10-10,High,In Stock,4.3,504,0.41,187.3,USD,Mexico,Desktop,Student,Move sea require tough.
88485,33407,13432,Manager Community,Smartphones,HP,112.69,4,2025-08-30,High,Preorder,1.9,2831,0.46,60.85,USD,Spain,Tablet,Casual,Price risk include program meet according officer.
88486,15051,14974,Life Eye,Components,Acer,204.63,3,2025-11-25,Low,Out of Stock,4.8,2621,0.04,196.44,USD,USA,Laptop,Student,Article if might would race sense.
88487,28352,1815,Thing Weight,Accessories,Samsung,1840.5,1,2024-10-12,High,Out of Stock,4.0,492,0.34,1214.73,USD,Argentina,Desktop,Casual,Huge view bill effort yourself I.
88488,44206,14995,Production Thousand,Components,Acer,2992.38,4,2023-11-29,Low,In Stock,3.4,2223,0.33,2004.89,USD,Mexico,Laptop,Casual,Establish increase information cultural pick short year I.
88489,1981,11087,Practice Data,Laptops,Sony,765.86,3,2025-08-10,Low,Out of Stock,4.0,2135,0.14,658.64,USD,Argentina,Tablet,Gamer,Much population yard detail beyond wall race.
88490,37476,4117,International Employee,Smartphones,Acer,1371.83,1,2024-08-01,High,In Stock,2.4,1284,0.49,699.63,USD,USA,Desktop,Professional,Exactly since site staff.
88491,7770,12776,Senior Town,Components,Acer,470.45,3,2024-05-22,High,Out of Stock,2.6,1267,0.12,414.0,USD,Spain,Laptop,Gamer,Every specific according scene rise rise into.
88492,42142,12541,Project Lawyer,Accessories,LG,76.93,1,2025-05-25,Medium,Preorder,3.2,4171,0.29,54.62,USD,Canada,Desktop,Casual,Democrat wind energy those similar federal hair.
88493,5356,5145,Idea Deal,Laptops,LG,2999.35,3,2025-11-20,High,Out of Stock,1.3,1151,0.31,2069.55,USD,Mexico,Laptop,Casual,His painting ever mention spend create culture.
88494,23688,4205,Listen Process,Smartphones,Asus,730.15,4,2024-09-03,High,Out of Stock,1.8,650,0.42,423.49,USD,Argentina,Laptop,Professional,Industry discussion remember leg.
88495,1289,7117,Need Impact,Accessories,Samsung,1763.2,1,2024-08-19,Medium,Out of Stock,2.1,4669,0.03,1710.3,USD,Mexico,Mobile,Professional,Skill respond service five.
88496,23608,18742,Treat Court,Components,Dell,2241.41,1,2025-06-12,High,Out of Stock,3.9,4669,0.33,1501.74,USD,Canada,Tablet,Professional,Memory indeed option administration least surface.
88497,4585,7644,Effect Age,Monitors,HP,388.42,2,2025-03-16,Medium,In Stock,2.4,2696,0.41,229.17,USD,USA,Mobile,Casual,Hair international people professor war.
88498,15588,5170,Deep Report,Monitors,Acer,693.98,1,2024-10-14,Low,In Stock,4.5,1788,0.45,381.69,USD,Spain,Tablet,Student,Rich where know current.
88499,32805,11248,Trial Easy,Smartphones,Sony,502.98,2,2024-03-10,Low,In Stock,4.9,531,0.2,402.38,USD,Argentina,Laptop,Professional,Speech page expect sport might which.
88500,31574,2070,Future Travel,Laptops,Apple,214.56,1,2025-03-26,High,Out of Stock,1.3,3182,0.28,154.48,USD,Argentina,Tablet,Casual,Answer training ability remember not money.
88501,37124,2307,About Likely,Smartphones,Acer,2019.54,4,2025-08-15,Medium,Preorder,4.3,225,0.06,1898.37,USD,Canada,Laptop,Professional,Market college improve some.
88502,821,2535,Notice Democratic,Accessories,Dell,1716.16,4,2024-11-23,Medium,Preorder,4.7,487,0.44,961.05,USD,Mexico,Laptop,Student,Others movement floor cell need speak.
88503,43910,17155,Court Production,Monitors,HP,408.04,4,2024-04-27,Medium,Out of Stock,1.5,4755,0.37,257.07,USD,Spain,Tablet,Casual,Fast cell rate drug vote.
88504,26581,6,Have Run,Laptops,HP,1281.43,4,2024-11-28,Medium,Preorder,1.9,2807,0.08,1178.92,USD,Argentina,Mobile,Casual,Fish sound across cup two also success.
88505,19828,11569,Instead Star,Smartphones,LG,1167.1,1,2024-09-10,Low,In Stock,1.4,4945,0.28,840.31,USD,Canada,Laptop,Casual,First woman without employee pass.
88506,45122,19695,Represent Protect,Components,LG,19.16,2,2024-08-27,Medium,In Stock,1.7,947,0.33,12.84,USD,Argentina,Mobile,Student,Think decision space man south while water imagine.
88507,35856,9010,Hand Miss,Accessories,Samsung,2992.97,1,2024-01-10,Medium,Out of Stock,1.7,663,0.2,2394.38,USD,USA,Laptop,Casual,Democratic child art pull market.
88508,29771,14860,All Step,Audio,HP,1287.66,3,2024-03-08,Medium,In Stock,1.4,4571,0.35,836.98,USD,Mexico,Laptop,Professional,Fall financial move enough sea them.
88509,14411,7397,Serve Scene,Components,Dell,461.64,2,2024-10-22,Medium,Preorder,4.7,1015,0.19,373.93,USD,Canada,Tablet,Student,Official machine respond ok.
88510,15497,6127,Hundred However,Monitors,Apple,2723.9,1,2025-04-04,Medium,Out of Stock,4.9,780,0.5,1361.95,USD,Spain,Desktop,Professional,Whose station realize environmental impact.
88511,17877,18667,Task Pass,Monitors,Sony,857.24,1,2025-09-21,Medium,In Stock,1.3,1598,0.35,557.21,USD,Argentina,Tablet,Professional,Fight down almost hard.
88512,26260,2759,Wall Responsibility,Components,Sony,484.99,4,2025-08-19,Medium,Out of Stock,4.5,4316,0.1,436.49,USD,Canada,Desktop,Casual,Station interesting food move large table.
88513,3083,11171,Action Off,Laptops,Dell,2817.02,2,2024-05-24,Medium,Out of Stock,1.2,2784,0.17,2338.13,USD,Canada,Desktop,Gamer,Similar effect go mention.
88514,16375,11158,Must Somebody,Smartphones,Dell,1916.7,3,2025-10-14,High,Preorder,3.9,4046,0.24,1456.69,USD,Spain,Desktop,Gamer,Never along score hair standard people couple.
88515,39729,16574,Away Walk,Accessories,Sony,1509.56,1,2024-12-01,Low,Preorder,4.9,2995,0.32,1026.5,USD,USA,Desktop,Student,Century message case pass me almost data.
88516,13593,12703,Would Box,Monitors,Samsung,1007.37,1,2024-05-21,Medium,Out of Stock,4.5,4861,0.11,896.56,USD,Spain,Tablet,Gamer,Deal prevent young pull method couple.
88517,38282,19131,Lead Modern,Components,Sony,2393.3,3,2024-06-23,Low,Out of Stock,3.2,1422,0.06,2249.7,USD,Canada,Laptop,Casual,Seek voice capital get.
88518,13778,738,Growth Middle,Audio,LG,854.91,3,2024-11-02,High,In Stock,1.3,4894,0.15,726.67,USD,Argentina,Tablet,Student,Note mother hear also prove.
88519,18629,18333,Site Collection,Smartphones,Asus,748.29,4,2024-03-22,Medium,Preorder,3.0,2408,0.06,703.39,USD,Mexico,Tablet,Student,Turn daughter beyond change song red participant.
88520,30700,4935,Other Town,Laptops,HP,923.66,1,2025-05-19,High,Preorder,2.9,4244,0.18,757.4,USD,USA,Tablet,Professional,Game thank describe car action conference cut.
88521,42347,394,Than Edge,Components,Apple,1881.42,1,2025-05-24,Low,In Stock,3.0,1249,0.29,1335.81,USD,USA,Tablet,Gamer,Support inside never their area.
88522,27065,5843,Dinner West,Audio,Sony,2689.64,2,2024-05-23,Medium,Preorder,2.8,4844,0.18,2205.5,USD,Canada,Mobile,Professional,Including expect recognize picture time.
88523,47028,19806,Blood Relate,Components,Sony,1430.23,4,2024-10-14,High,In Stock,1.8,76,0.25,1072.67,USD,Canada,Laptop,Gamer,Arm bad performance air.
88524,1681,636,Explain Military,Accessories,Apple,2146.49,2,2024-11-23,Low,Out of Stock,3.1,2639,0.03,2082.1,USD,Mexico,Desktop,Professional,Never collection finally blood address policy along.
88525,47169,8372,President Factor,Components,Dell,2288.48,1,2024-12-10,Low,Out of Stock,3.3,3787,0.42,1327.32,USD,USA,Mobile,Gamer,Range interesting join leg majority gun.
88526,38938,19162,Parent News,Monitors,Apple,419.22,1,2024-06-29,High,In Stock,2.8,3602,0.09,381.49,USD,Argentina,Mobile,Gamer,Wide together quite lead.
88527,6261,18261,Allow Where,Accessories,Acer,1703.62,2,2025-04-25,Low,Preorder,2.3,4512,0.17,1414.0,USD,USA,Desktop,Gamer,Paper course leg behind.
88528,43646,2104,Understand Tree,Monitors,Samsung,1202.66,1,2024-11-24,High,In Stock,2.0,3385,0.36,769.7,USD,Mexico,Mobile,Student,Expert police learn defense this you.
88529,41086,3502,Role Today,Monitors,HP,598.41,2,2024-04-17,Low,In Stock,4.2,4559,0.09,544.55,USD,Canada,Desktop,Casual,Smile movie environmental remember simply institution nice.
88530,45435,1614,Short Which,Laptops,Acer,1241.89,1,2024-10-07,Medium,In Stock,3.9,931,0.14,1068.03,USD,Mexico,Tablet,Casual,So responsibility into loss feeling no author.
88531,2562,1406,Military Audience,Smartphones,HP,2225.59,2,2025-06-09,Medium,Out of Stock,3.5,2883,0.31,1535.66,USD,Spain,Desktop,Professional,Tough sense require.
88532,3429,12555,Seek Unit,Accessories,HP,569.71,2,2024-05-21,Medium,In Stock,4.8,4299,0.22,444.37,USD,USA,Mobile,Professional,Head development how song management most beyond.
88533,5585,10576,Ok Suggest,Smartphones,HP,137.92,2,2025-11-19,High,In Stock,2.0,1932,0.31,95.16,USD,Canada,Laptop,Professional,Need million determine save.
88534,10851,7693,Environment Necessary,Audio,Sony,80.0,1,2024-01-13,High,In Stock,2.0,4816,0.21,63.2,USD,Canada,Desktop,Professional,Player town few attorney rather safe.
88535,20487,8367,Young For,Monitors,HP,2587.49,2,2024-12-06,High,Out of Stock,1.8,3305,0.4,1552.49,USD,Spain,Mobile,Casual,Late cold accept chance now star.
